,Valoracion,Texto
149,2,"Un buen aporte y mirada al futuro. La redacción presenta algunas dificultades, revisar. Falta dar un ejemplo para algún tipo de dispositivo, habría sido ideal."
150,2,"-	El tema de adopción de sistemas ERP se ha desarrollado los últimos 15 años, y en particular la revisión de factores que impliquen su éxito es un tema de investigación relevante. -	En el trabajo se desarrolló un análisis de la literatura ERP sobre el tema que aborda   factores críticos de éxito, metodologías de adopción y tamaño de la organización. -	Si bien es un error indicar que ""últimamente se  ha generado un tercer tipo..."" en relación a asociar fases del proyecto y FCE, pues hace más de 12 años esto se ha realizado, ver Cita [36] del mismo trabajo, no es un tema cerrado. -	Propongo a los autores el definir que es ""éxito de adopción ERP"", pues existe literatura en relación a ello muy interesante para sus fines últimos (ver trabajos de la profesora Markus). -	Metodológicamente existen tres limitaciones importantes a superar con miras a avanzar en una publicación científica de impacto. Primero, no se ha considerado el factor de impacto de la publicaciones, con lo cual se ha desestimado el desarrollo asociado a este tipo de revisiones, mezclando trabajos de alto impacto (ejemplo, artículos de revistas ISIs factor de impacto >2, como MISQ) con trabajos sin una revisión de calidad (ejemplo, lo que Scholar ""lanza"" sólo por coincidir en la búsqueda). Segundo, se dice que se tomarán referencias del 2008 en adelante prioritariamente, pero muchas de sus referencias  son de antes de esa fecha, y eso no es raro, pues entre 2001 y 2004 hay una explosión de trabajos en este ámbito específico. Tercero, no se han incluido explícitamente trabajos de conferencias del área de alto impacto en la comunidad científica como AMCIS o ECIS (la primera tiene una base de datos privada, no accesible por google y la segunda es libre). -	Las limitaciones antes expuestas restringen los alcances de los interesantes  resultados expuestos en el trabajo."
151,0,"Interesante propuesta de desarrollo de un vídeo juego para tratar el deterioro cognitivo del adulto mayor. Se ve como una propuesta novedosa, y que abre un nuevo campo de desarrollo de video juegos. Desde este sentido se considera un aporte al congreso.  Sin embargo, lo que el paper presenta es todavía una propuesta en desarrollo, por lo que todavía no se puede validar el enfoque del proyecto, lo cual se presenta como trabajo futuro. Por lo mismo, tampoco queda muy claro como encajaría el uso del video juego dentro de una estrategia mayor del tratamiento del deterioro mental de los adultos mayores, dentro de la cual el juego debería ser una herramienta más.  Por último, hay algunas afirmaciones que no están debidamente respaldadas por evidencias en el paper, tales como: ""cuando hay tareas complejas es mucho más difícil para el joven que para el adulto mayor, ya que el adulto mayor tiene la experiencia mientras que el entrenamiento es sólo práctico"""
152,1,"Se presenta una aplicación que consiste en un sistema de vigilancia basado en cámaras ip y que puede ser monitoreado desde dispositivos móviles con android, donde el aporte del trabajo es crear un sistema centralizado para gestionar las cámaras. El paper muestra en detalle el diseño del sistema, lo cual puede ser de interés a la audiencia del congreso. El trabajo presenta algunos problemas en el formato: - presenta encabezados en cada página que parecen referenciar a que fue extraído o enviado a una revista, lo cual no se adecua al formato del workshop -muestra también fechas de envió y recepción, lo cual parece apunta en la misma dirección - presenta algunos problemas de redacción y sentido, como: ""También, a esto se suma la incomodidad el tener acceso de un computador"" ""presenta el desarrollo de un sistema de vídeo vigilancia con cámaras IP, que engloba las ¿¿desventajas?? antes nombradas""  El paper debería arreglar los problemas en el formato para ser aceptado"
153,2,"Validación cualitativa de UTAUT, Evidencias desde un estudio de investigación acción es un  trabajo que aporta un interesante ejemplo de investigación acción. Sin embargo, existen algunas posibilidades de mejoras. Primero, sugiero a los autores mejorar la conceptualización de ""comportamiento de uso"" pasando de un ""adopto/no adopto"" (dicotómico), a un ""nivel de uso"" para probar H4 y H5. Por otra parte, y en relación a las conclusiones, creo que si bien en UTAUT 2 FC es un antecedente de BI, esto es sólo en el contexto de tecnologías de consumo, y no creo que sea una comparación útil en el contexto e-learning, sugiero buscar referencias en ese contexto. Finalmente, creo que los autores deberían profundizar seriamente en las diferencias del contenido de los cursos que adoptaron y  los que no lo hicieron, ¿es posible que este contenido condicione el  uso de herramientas de evaluaciones electrónicas? Se sabe que algunos contenidos son más fácil de evaluar con herramientas electrónicas."
154,-2,"En este trabajo se presenta  una revisión de Sistemas Inmunes Artificiales  y  sus aplicaciones.  Observaciones:  Un trabajo de revisión tiene que ser cuidadoso y amplio, con comentarios críticos, sugerencias y conclusiones que sirvan como contribuciones del trabajo.  El artículo propuesto no incluye en la revisión trabajos  y aplicaciones recientes.  Luego, la revisión no es completa.  Por otro lado, no presenta  discusión crítica ni conclusiones de la revisión realizada. En consecuencia, el  autor no  alcanzó  ninguno de los dos objetivos esperados  para este trabajo."
155,2,"Hoy en día los artículos de ""revisión"" son de mucha utilidad, y la forma de concebirlo es toda una discusión. Por tal motivo, es relevante saber la metodología de búsqueda y recuperación de la información (por años, temas, revistas, journal, etc) para con ello, conseguir una buena redacción técnica que le permita hacer llegar a los lectores los conocimientos que se quieren transmitir."
156,-2,"RESUMEN. El artículo busca mostrar las aplicaciones de Sistemas Inmune Biológico en la computación. Para ello, el artículo comienza describiendo la teoría sobre el Sistema Inmune Biológico de los vertebrados, el cual define, además de explicar su funcionamiento. A continuación describe los modelos biológicos como revisión teórica de la materia. Finalmente describe las características de los sistemas inmunes artificiales y detalla los distintos campos de aplicación.  Evaluación General. El tema del artículo es sumamente interesante, y poco veces visto (al menos por mi). Tal cual postula el artículo, hace una revisión bibliográfica de la teoría y entrega una descripción sobre la variedad de aplicaciones que tiene este campo de estudio. Logra resumir estos conceptos que pueden servir efectivamente como marco de referencia dentro de la literaria. Sin embargo, el artículo posee algunas debilidades:   1) La gran debilidad del artículo es su estructura. El artículo no sigue el formato estándar del trabajo de un artículo científico. Acá presento algunos ejemplos. a) En la introducción no se presenta la estructura que sigue el artículo, ni una idea general de lo que quieren lograr los autores. b) No hay un lineamiento de las ideas de cada sección, ni una introducción por sección. Esto se traduce en que no existe una propuesta clara por parte de los autores y que lo intentan proponer se ve solamente en la última página.   2) Otra debilidad es que no establece ninguna forma de evaluar y comparar las distintas aplicaciones de la materia con el fin de conectarlas con la teoría y presentar una contribución del artículo. Por esto, no cumple con lo establecido en su abstract: "" . . . para establecer lineamientos en la aplicación de estas técnicas en las diferentes áreas del conocimiento.""  3) Otro problema es que no establece ningún tipo de conclusión ni de las implicancias que tiene el artículo, el cual termina con la descripción de una aplicación en optimización combinatoria.  Otros comentarios. Problemas menores de redacción: a) ""...y las moléculas pertenecientes a antígenos externos (no propias),  que en últimas son las que constituyen una amenaza para el organismo..."" Se entiende que falta una palabra luego de “últimas”. b) ""describe características básicas de una respuesta inmunológica"" Esta frase no establece una definición. c) ""células innatas inmunes especializadas células dendríticas"" Aquí también faltan palabras."
157,1,"-          Ambicioso en el título, logros expuestos en el artículo más bien moderados.  -          Referencia de TOGAF es cuestionable en el tenor del artículo.  -          Cómo se seleccionaron los modelos de referencia??? Qué otros modelos existen y no fueron considerados??"
158,0,"This is a developed application to support information with sounds. Although it is a particular situation to aid with the use of sounds, it does not presents new knowledge in any areas or has any type of empirical validation; one from the user point of view might add some value."
159,0,"El artículo presenta una prueba de concepto respecto a la asociación de sonido a un índice financiero (RSI).  El artículo tiene una estructura adecuada, presenta los conceptos, trabajo relacionado y la propuesta de ""sonificación"" en forma clara. No obstante, es escueto en la descripción de la implementación, los resultados obtenidos y su análisis.  Algunos errores gramaticales menores:  - pag. 1, columna derecha, primer párrafo. ""Is in this context"" - pag. 3, columna derecha, segund párrafo. ""minimums and maximums frequencies...""; ""to void damaging...""  Algunos aspectos a mejorar:  No queda claro cuál podría ser la ventaja respecto a otras posibles formas de asociar sonido al RSI.  Se requiere mayor explicación y detalle respecto a la implementación.  El trabajo carece de una parte empírica donde se pueda juzgar o estimar el valor del esquema propuesto frente a otras posibles opciones. Esto se explica por su carácter de prueba de concepto, pero no se menciona esto como trabajo futuro."
160,2,"Un trabajo impecable.   Bien presentado, enfocando un tema de actualidad e interés. Ameno y bien estructurado.  Sin observaciones de mi parte. Creo que es un aporte real que cautivará el interés de los asistentes.  El hecho de utilizar como elemento componente una herramienta de impacto en las redes sociales captura de inmediato la atención del lector; y la presentación que se inicia con un vistazo a los conceptos más relevantes busca aclarar que se trata de un trabajo al alcance de aquellos que participan en las redes sociales.  Si bien puede ser leído sin dificultad por una gama amplia de lectores, no carece del rigor necesario para ser una propuesta atractiva, consistente y bien planteada.  Apoyo su inclusión en Infonor con entusiasmo."
161,-2,"-	No existen bases científicas explicitas en este trabajo y su aporte a la práctica es muy limitado. -	Adicionalmente, se debe revisar cuidadosamente su redacción y la lógica de la redacción. Por ejemplo se dice ""altura"" cuando se debería decir magnitud. -	Es necesario que los datos revisados sean evaluados en relación al contexto, les recomiendo a los autores leer sobre análisis similares en reino unido para que puedan explicar sus resultados. -	Si es mejorado podría ser presentado en workshop de aplicaciones empresariales."
162,2,el trabajo mostrado en este paper esta muy bien documentado.  presentan un modelo de extracción de información para la planificación de búsquedas en web.  para ello con algunos casos que prueba el modelo propuesto
163,2,-          De valor dada la relevancia de la temática en la actualidad.  -          Entrega antecedentes empíricos respecto de la intensidad de la relación de las variables en estudio.  -          Define claramente una vía para futuras investigaciones.
164,2,"Muchos son los estudios sobre el efecto de las redes sociales, las oportunidades que pueden generar y de influencia en el comportamiento del consumidor. Quizás la más grande contribución de las redes sociales sean recriar la realidad en un Universo que puede ser mejor observable. Sin embargo mucho antes de las redes sociales, de la Internet y de los últimos avances tecnológicos, el comportamiento del consumidor ya era observado e investigado por diferentes áreas del conocimiento. Así, estudiar el marketing boca a boca, uno de los registros más antiguos y fiables aplicados a las redes sociales es de gran importancia. Entender las redes sociales y su múltiple variedad es posibilitar ampliar los estudios a través de otras dimensiones. El uso de las correlaciones y el modelo adoptado abre la posibilidad de su uso en otras realidades, otros países. Por estos motivos me parece conveniente recomendar el artículo según el criterio de ""fuertemente aceptado"" al cumplir con el rigor metodológico, ampliar las cuestiones, probar un modelo y despertar interés para otros investigadores."
165,2,"El trabajo ""Un análisis empírico de las recomendaciones comerciales en los Sitios de Redes Sociales""  es de relevancia científica y actualidad. Los datos estudiados muestran resultados interesantes a partir de una muestra principalmente hispanoamericana. Deberían los autores seguir sus líneas futuras de investigación."
166,2,Los comentarios aparecen en el archivo adjunto
167,2,"El  trabajo ""Liderazgo en adopción de TI en PYMEs ¿Sólo el involucramiento del propietario importa?"" explora a través de la metodología IA la relación entre involucramiento del propietario y el éxito de la TI en PYME. Si bien es un buen trabajo, el texto puede ser mejorado en algunos aspectos de forma y fondo: 1.	Los autores deben declarar el objetivo del estudio para facilitar la lectura del trabajo. 2.	Lamentablemente los autores cometen un error importante al colocar a  D&M como modelo de aceptación a nivel individual (""Otros modelos de aceptación a nivel individual incluyen: el modelo de DeLone y McLean (D&M) [5]""). De hecho, a partir de ese error la redacción del texto confunde dimensiones del éxito del uso de sistemas de información (el modelo D&M) con modelos de adopción de tecnologías de información (TAM y sucesores). Los autores deben revisar D&M y ver las implicaciones para su trabajo de la correcta interpretación de este modelo. 3.	Asociado a lo anterior, ¿que entienden los autores por éxito del uso de sistemas de información? deben explicarlo, ¿los beneficios individuales y los beneficios organizaciones son parte de ellos?,  ¿es posible que otras dimensiones del éxito del uso de sistemas de información, como la calidad de la información y la calidad de servicio de la función informática, sean variables importantes para explorar en los dos proyectos estudiados?"
168,-2,"En  Cap III no veo diferencias o aportes  sustantivos a lo ya manifestado en documento “la necesidad en Chile de una infraestructura tecnológica colaborativa de apoyo a la investigación astronómica” Red Universitaria Nacional, Noviembre 2008. De manera que corresponde citarlo como referencia o sino hacer los aportes o diferencias sustantivas, al igual que http://www.reuna.cl/documentos/DOC2008/KawaxAstronomia_nov2008A2.pdf  Finalmente, el artículo carece de relevancia, ya que los aportes no se diferencias de lo que presenta.   Más aún, las figuras no se explican, como tampoco se cita su fuente que están dadas en http://www.ivoa.net/documents/Notes/IVOAArchitecture/.   No cabe duda que lo relevante serán los resultados que se obtengan del  proyecto (FONDEF D11I1060, adjudicado el año 2011), en el sentido del diseño e implementación de un observatorio virtual, el cual deberá cumplir con los estándares de IVOA, sin embargo, por ahora, no veo aportes sustantivos.  Además, no se mencionan las ""instancias donde presentarán problemáticas"", tampoco la o las ""problemáticas que enfrentan"" como comunidad ante el procesamiento de datos que serán resueltos mediante ""técnicas computacionales"", las que hasta ahora son desconocidas.  Por otro lado la arquitectura que se muestra y me parece natural es la de IVOA, sin embargo, no se muestran, al menos por ahora, los aportes que se han realizado en este sentido."
169,2,"Interesante paper que muestra el desarrollo de un observatorio astronómico virtual con posibles importantes implicaciones para la comunidad informática nacional. A este respecto sería deseable que durante la presentación se aclarasen aspectos como ¿Está abierta la participación a otras universidades a colaborar en los desafíos que se deriven de este proyecto? ¿Está pensado trabajar con más observatorios en el futuro? ¿Qué lecciones o guías se pueden extraer de la experiencia en la implementación de los otros observatorios virtuales alrededor del mundo, y del provecho que de estos han sacado los investigadores de las ciencias de la computación?"
170,1,"Es una aplicación interesante, sin embargo los KPI no deben ser equivalentes a las medidas que finalmente quedarán en la tabla de hechos. Por ejemplo, el indicador promedio de defunciones por año, se debe implementar a través de la medida ""cantidad de defunciones"" que es una medida aditiva y se puede agregar por los distintos niveles de la dimensión (así puede obtenerse el KPI promedio por dia, mes, trimestre, etc). Hay varias dimensiones que están agrupadas en el modelo, siendo que son distintas (por ejemplo, caracteristica_madre). Se debe corregir el diseño, es posible que los resultados obtenidos por el sistema estén con errores."
171,1,"El articulo presenta un análisis sobre las defunciones fetales en Mexico a través de un proceso de Inteligencia de Negocios (ETL - Datawarehouse - OLAP - KPI's) bien realizado. La debilidad se encuentra en la motivación del estudio, ya que no queda claro cómo surge y que induce a realizar el estudio, surge la inquietud de por qué en la UNAP se realiza un estudio que tiene que ver con muertes fetales en Mexico, ¿tendrán las conclusiones del estudio alguna repercusión en las políticas públicas de este país? o ¿es sólo un trabajo basado en datos abiertos?. Hubiera sido adecuado despejar estas dudas desde un comienzo de forma de valorar adecuadamente este trabajo."
172,-2,"1.	Lo que se propone es interesante como una aplicación pero no es un trabajo científico. Además ya no es interesante la aplicación de un Datamart desde el punto de vista técnico como es presentado por el autor pues existe mucha documentación y trabajos al respecto. Por este motivo ahora hay que buscar ""otros aspectos (diseño, metodología, etc.)"" que hagan interesante un artículo del área Datamart.  2. Hay errores de diseño, por lo cual lo más probable es que los resultados que se muestran estén erróneos.  3. Debe tener cuidado con la sumarización."
173,2,"Es un buen artículo, y los autores son investigadores con bastante experiencia en el tema. Se recomienda su aceptación en su forma actual."
174,2,"-	El tema es de relevancia científica. -	En el trabajo se desarrolló un análisis de la literatura sobre calidad de datos en las aplicaciones de e-government municipal. -	Metodológicamente existen tres limitaciones importantes a superar. Primero, no se ha considerado el factor de impacto de la publicaciones, con lo cual se ha desestimado el desarrollo asociado a este tipo de revisiones, mezclando trabajos de alto impacto (ejemplo, artículos de revistas ISIs factor de impacto >2, como MISQ) con trabajos sin una revisión de calidad (ejemplo, lo que Scholar ""lanza"" sólo por coincidir en la búsqueda). Segundo, se dice que se tomarán referencias del 2008 en adelante prioritariamente, pero muchas de sus referencias  son de antes de esa fecha, y eso no es raro, pues entre 2001 y 2004 hay una explosión de trabajos en este ámbito específico. Tercero, no se han incluido explícitamente trabajos de conferencias del área de alto impacto en la comunidad científica como AMCIS o ECIS (la primera tiene una base de datos privada, no accesible por google y la segunda es libre). -	Las limitaciones antes expuestas restringen los alcances de los interesantes  resultados expuestos en el trabajo. -	Finalmente, se sugiere avanzar en las escalas de medida de dimensiones seleccionadas  antes de desarrollar caso de estudio indicado en las conclusiones."
175,1,"El paper muestra una aplicación práctica desarrollada con realidad aumentada aplicada a entregar información turística en espacios abiertos El trabajo permitirá dar a conocer la tecnología a nivel nacional y sus potencialidades, por lo que se considera un aporte. Sin embargo, el paper carece de un estudio comparativo con otros trabajos similares aplicando esta tecnología a este mismo objetivo, por lo que no se logra obtener una idea del grado de originalidad del mismo, ni da la posibilidad de contrastar algunas de las limitaciones del mismo que el autor menciona al final del paper con trabajos ya desarrollados anteriormente."
176,0,"El artículo presenta un estudio de caso sobre el desarrollo de una aplicación móvil de realidad aumentada. La aplicación tiene como objetivo brindar información multimedia sensible al contexto (ubicación) y permite realizar tours  sobre distintos puntos de interés.  Si bien el tema (Realidad Aumentada) es muy interesante desde el punto de vista de la investigación, los objetivos del estudio de caso deben ser presentados explícitamente. El objetivo del prototipo puede ser la experimentación con tecnologías de desarrollo disponible para RA, el desarrollo de un software funcional para ser puesto en producción o ambos.  En la sección central del artículo (Solución Propuesta) hay múltiples secciones donde se mezclan conceptos: selección de herramientas, diseño de la arquitectura de la aplicación, lista de funcionalidades (que debe ser revisara para ser una extensión de los requerimientos de la sección III). Sugiero separar y seleccionar solo uno de estos aspectos para tratar en mayor profundidad. Por ejemplo, la selección y justificación de herramientas está dispersa en varios puntos del artículo.  Existe la oportunidad de explicar las lecciones aprendidas del desarrollo de una aplicación de RA con mayor detalle. La lista de beneficios y la discusión de resultados solo trata de aspectos generales.  Sugiero incluir más referencias a la literatura sobre RA: definiciones, investigación reciente, casos de desarrollos similares."
177,-2,"Trabajo muy mal presentado, con severos errores de ortografía y redacción. Pese al tema, interesante, no es posible encontrar un hilo adecuado en el desarrollo del trabajo.  Desde el inicio surgen los problemas, en el resumen se afirma que ""el objetivo de este artículo es la realización de un análisis a un conjunto de registros de diagnósticos médicos, puestos a manera de investigación, en busca de una mejor perspectiva y visualización de los datos para responder a los indicadores que se plantearon"" Primero, el objetivo del artículo no es la realización del análisis, sino mostrar el resultado de algún proceso (el proceso puede ser el análisis).La frase ""puestos a manera de investigación"" es del todo inadecuada.  No se responde a los indicadores..., ¿qué sentido tiene eso?  Las citas en itálico incluyen a los autores; faltó apoyo de alguien más experimentado en la escritura del artículo.  Lamentablemente, el trabajo está plagado de errores inaceptables.  No sólo de escritura.  La página 3 indica que uno de los problemas encontrados dice relación con la ""Estructuración de datos"". ¿Cuál es el problema? ¿Por qué se produce? ¿Cómo lo enfrenta el autor? ¿Es satisfactorio su enfoque?  Creo que esos antecedentes (que se repiten de manera similar en toda la extensión del texto), justifican mi rechazo.  Resumiendo, es muy pobre el trabajo."
178,1,"El articulo presenta un análisis sobre diagnósticos médicos (practice fusion) a través de un proceso de Inteligencia de Negocios (ETL - Datawarehouse - OLAP - KPI's) bien realizado. A diferencia del otro artículo de similares características de la UNAP, aquí queda claro que se trata de datos abiertos que han sido considerados para realizar el proceso de IN. Sin embargo, a diferencia del otro artículo, aquí las conclusiones están menos trabajadas y los resultados son menos claros, también el proceso ETL está más oculto y sólo se presenta a nivel de JOBS."
179,-1,"El artículo presenta el diseño de un Datamart para el registro de diagnósticos médicos. Además, presenta resultados ""genéricos"" de lo realizado.  No se visualiza una nueva propuesta, sino una experiencia práctica, que utiliza registros médicos de Practice Fusion, una comunidad de historial clínico electrónico. Presenta el artículo indicando que es muy común usar los métodos del paper en empresas de rubro comercial, y ahora la ""propuesta"" sería aplicarlos al área de salud. Sin embargo, lo más probable es que para el área de salud ya se haya considerado un trabajo similar.  Tampoco considera una situación real, para ver el resultado de su aplicación, lo cual podría haber sido más interesante.  Las Referencias 7 a la 11 no son usadas en el texto.  Otras observaciones menores: - Cambiar ""Palabras Claves"" por ""Palabras Clave"" - Hace referencia a ""indicadores clave"" e ""indicadores claves"" (la primera es la correcta) - No hace referencia a figuras en el texto. - Corregir ""a al peso"", ""restringen a base"", ""indicadores plateados"", ""donde existente"" - Cambiar ""REFERENCES"" por ""REFERENCIAS""."
180,-2,"Lo que se propone ""es interesante como una aplicación"" pero no es un trabajo científico.  Ya no es interesante la aplicación de un Datamart desde el punto de vista de aplicación de herramientas (OLAP) a un problema. Dado que se vuelve un trabajo técnico que se realiza en empresas actualmente, pero que no implica un desafío científico ni de investigación.  Hay errores de diseño en la tabla de hechos."
181,0,"Este trabajo se presenta como el desarrollo de un prototipo que incluye a las redes auto-organizativas como técnica secundaria de minería de datos aplicada sobre un árbol de decisión. Realiza una comparación de este prototipo con el software WEKA mediante encuestas a un grupo de personas que tienen conocimientos en minería de datos.  En las pruebas realizadas no indica si WEKA tiene el mismo tipo de herramienta (SOM u otra para aumentar la comprensión del modelo). En los análisis de resultados, sólo se muestran los resultados de la evaluación del prototipo y no de WEKA.  En la página 3, segunda columna repite la oración: ‘la visualización es una herramienta… soporta la interacción... involucrados en el proceso de MD’. (párrafos 2 y 3 de la segunda columna).  El párrafo  penúltimo de la página 4 no se entiende.  Las figuras 2 y 3 no se entienden debido a lo pequeño de la letra.  En la página 8, letra d) debería sacer Figura 2.  El artículo no está en el formato especificado, y tiene más de 8 páginas (específicamente 12).  Tiene algunas faltas de ortografía, por ejemplo, dice éste, en donde debería decir este. La referencia [18], no indica si es libro, Journal, Conferencia, etc."
182,2,"El documento propone un modelo de visualización gráfico para arboles de decisión basado en el esquema VAM-DM que fue probado por medio de una aplicación con usuarios novatos y expertos.  El documento presenta varios problemas de forma más que de fondo.  Tiene errores de ortografía, en la puntuación y tipográficos.  En algunas partes parece ser una traducción mal hecha. Todo esto dificulta la comprensión del texto.  El significado de las siglas debe explicarse desde su primera utilización.  Faltan referencias en el lugar apropiado. Por ejemplo: desde la primera vez que se habla del esquema VAM-DM se debe poner la referencia o se utiliza la palabra varios autores sin referencias.  La encuesta debería estar disponible, ya sea en un Anexo o en algún sitio en Internet."
183,-2,-	No existen bases científicas explicitas en este trabajo y su aporte a la práctica es nulo.
184,2,"Este artículo propone un conjunto de medidas de cuantificación basadas en la triangulación de Delaunay de características de las huellas dactilares como principios para un esquema de indexación.  El trabajo se expone mayoritariamente claro y las propuestas y resultados son interesantes para el congreso. Cabe hacer notar los siguientes aspectos negativos o que no quedan claros en el trabajo:  - Cuidado con mezclar títulos en inglés y contenido en español (revisar) - Revisar la redacción de la conclusión   ""siendo esta casa vez menor a medida"" - De los resultados mostrados, sólo la tabla 2 realiza presenta un resultado comparativo con otras soluciones, por lo que otros gráficos deberían también incluirse en forma ""comparativa"" - No queda claro la eficiencia de la propuesta ni el tamaño de la bd, más bien parece pequeña en relación a la cantidad de huellas que se espera que un sistema real maneje. Esto dificulta el apreciar y encontrar justificación a los 45 segundos presentados cuando el sistema se ""estabiliza"" - Se echa de menos que ante la definición de cualquier tipo de índice, no haya un desarrollo más elaborado de la complejidad computacional, estructura de datos y ambiente de pruebas utilizado para tomar los tiempos."
185,1,"Este artículo presenta el desarrollo de un sistema de detección de ataques SYN-FLOOD Y SATAN mediante técnicas de clustering basadas en el algoritmo DBSCAN en ventanas de tiempo de 5 minutos.  El artículo se presenta claro en su redacción y se agradece el resumen de arquitectura diseñada, pudiendo ser un artículo interesante para ser presentado en nuestro congreso.  Mis principales reparos son: - Figura 7 presenta gráficos con ventana de 10 minutos, siendo que el la propuesta indica 5 minutos - A mi parecer el sistema no representa un proceso de minería de datos debido a que no hay nuevo conocimiento accionable, sino más bien es un sistema de clasificación. Puede que exista nuevo conocimiento, pero el documento no refleja como el sistema realizado ayudó a obtener nuevo conocimiento de los ataques. - Existe poca explicación y falta de experimentación para argumentar y justificar el uso de DBSCAN  sobre otro tipo de clustering o incluso en lugar de un clasificador. - Se sabe que un ataque SYN-FLOOD produce un número elevado de conexiones en un momento dado, por lo que no queda claro si es necesario un sistema tan sofisticado para detectar este fenómeno, esto podría ser aclarado si se incluyera la comparativa con otros enfoques."
186,-1,"El artículo presenta una aplicación para celulares que ayudaría al ciudadano mexicano a mejorar la gestión del pago de los impuestos federales. El principal problema de este artículo es que no muestra  el uso de técnicas de construcción de softwares ni esgrime detalles de la propia solución (la arquitectura del software).  Un segundo punto más fuerte para mi evaluación negativa, es la pésima calidad del texto. Por ejemplo:  1) Errores tipográficos, como por ejemplo ""fiscas"" en el resumen  2) Frases largas y confusas como en el primer parágrafo de la introducción y las dos últimas de la columna  izquierda en la página 2.  3) Frases que no respetan la concordancia de género y número como por ejemplo ""la investigaciones está organizado"" en la página 2.  4) El cuadro 2 es citado antes del cuadro 1, no existe un cuadro 3, en el cuadro 4 los porcentajes están errados, y  el cuadro 5 además de no ser citado en el texto, contiene intervalos muy pequeños (podría juntar los dos intervalos de edad intermediarios) y trabaja con edades fraccionadas...es mejor tener porcentajes menos redondos que edades fraccionadas.  5) El texto solo tiene dos secciones: Introducción y Conclusión (que ellos llamaron de reflexiones).  6) Las referencias no siguen un padrón único."
187,-1,"El paper describe el proceso de evaluación de una aplicación móvil a partir de un conjunto de índices pre-definidos. En las dos primeras páginas se expone el tipo de aplicación móvil y la justificación a la selección de índices. Luego un análisis de los índices, indicando la muestra realizada y la metodología.  * Se extraña una presentación formal de la aplicación móvil, más allá de simplemente expresar su funcionalidad. * La búsqueda de correlaciones entre los distintos índices son obvias y están asociadas claramente a la evaluación por parte de los usuarios. * Desconozco la necesidad de plantear la diferencia entre sexo de la población muestral, no es un dato significativo. * El cuestionario seleccionado * Es poco significativo el encontrar a partir de los datos que la variable que más aporta a la predicción de calidad es la ""usabilidad"". Este punto es obvio en una aplicación móvil debido a su naturaleza. * Las conclusiones no aportan al trabajo realizado, se debería plantear una posible extensión de la evaluación a dispositivos móviles de tamaño mayor, por ejemplo: tables.  El proceso de medición de calidad que se propone sólo puede ser evaluado en su aplicación en distintas aplicaciones móviles, no solamente en una para mejorar la gestión de pago de los impuestos federales.  Con respecto a la ortografía, es muy común la falta de tilde en varias palabras: solicitó, explicó,  especificó, elaboró, proporcionó, etc."
188,-1,"El trabajo me ha resultado interesante y me ha parecido un artículo muy atractivo de leer. Sin embargo, mi principal cuestión por la que he aconsejado su rechazo es porque realmente no considero que lo presentado sea investigación. El artículo presenta una experiencia en el uso de un aplicativo móvil para el pago de impuestos pero esto es algo que ya lleva ejecutándose en otros entornos. ¿Qué aporta esto de nuevo? Igual existe alguna novedad respecto a este desarrollo pero no ha quedado reflejada en el paper. Incluso, los planteamientos de trabajos futuros de investigación planteados, yo los entiendo como evolutivos o nuevas aplicaciones. El paper sería adecuado para una track section pero no para un congreso de investigación bajo mi punto de vista."
189,2,"RESUMEN. El trabajo propone un modelo para evaluar la calidad de un software orientado a agentes. Básicamente, el modelo considera tres propiedades para evaluar su calidad: habilidad social, autonomía y pro-actividad.  Para evaluar estas propiedades, el autor descompone estas propiedades en varias sub-propiedades medibles. El autor evalúa este modelo a través de un caso estudio: un sistema bancario.  Comentarios Generales: De manera notaría, la estructura del documento tiene los aspectos necesarios para ser considerado un artículo científico. La contribución del artículo pareciese ser relevante.  Dicho esto, este trabajo carece de algunos puntos que (para mí) es importante abordar:  * El autor menciona que no hay modelo para evaluar la calidad del software de agente, y el propone uno. Su propuesta es una adaptación de ISO/IEC, sin embargo, el autor no justifica por qué es la apropiada.  * Con respecto al punto anterior, el párrafo 1 de la introducción dice que no hay modelo de que mida la calidad del software. Luego, el párrafo 2 menciona que hay algunos trabajos acerca de esto. El autor debería clarificar su contribución.  * El autor menciona que se desarrolló un software para este trabajo, sin embargo, este trabajo aparece como otra publicación más (y de otro autor). Si es el software mencionado no es parte de las contribuciones del trabajo, por favor, eliminar estas frases.  Otros comentarios:  * En la sección del caso de estudio no es tan fácil entenderla. Por ejemplo, figuras 2, 5 y 7 no se entiende a que se refiere sus siglas (ej. AMS). Supongo que corresponden a los sub-propiedades.  * Se recomienda intercambiar la sección 3 por la sección 2. Es decir, primero explicar que es un agente y luego hablar del trabajo relacionado.  * No me queda claro si es ""agente software"" o ""agente de software"". Incluso, el autor también confunde esta terminología (primera oración de la sección 4)."
190,2,"El trabajo presenta una propuesta interesante para evaluar el paradigma de desarrollo de software orientado a agentes y aunque es un trabajo en curso tiene buenas bases.  Se sugiere volver a redactar el Resumen de manera que sea más comprensible, utilizando de nuevo los sustantivos cuando sea necesario y con una estructura menos rígida."
191,2,"El  trabajo está bien presentado, es consistente y trata de un problema  relevante. Los resultados presentados  aún son incipientes,  debido  que el estudio de caso es simple y no incorpora complejidades mayores. Aún así, considero que este trabajo presenta elementos suficientes  para su aceptación."
